"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
75,50,0.5,"AC",21.6426572949478
40,50,0.5,"AC",21.6064594586798
75,50,0.5,"TT",16.2476092358361
40,50,0.5,"TT",17.1720897588994
40,95,0.5,"TT",14.192852942909
40,50,0.2,"TT",17.1364533888845
40,50,0.2,"AC",22.3258627331832
75,50,0.2,"AC",20.3802740411492
40,95,0.2,"AC",17.799911302532
75,95,0.5,"AC",20.8954704594579
40,95,0.5,"AC",18.5322236933802
75,50,0.5,"AC",20.6129547340134
40,50,0.5,"AC",20.6271303815522
75,50,0.5,"TT",17.2192120092522
40,50,0.5,"TT",17.4166606024358
40,95,0.5,"TT",13.8964568267299
40,50,0.2,"TT",15.9905578838473
40,50,0.2,"AC",21.5701586011553
75,50,0.2,"AC",22.9706379039721
40,95,0.2,"AC",20.3432554961433
75,95,0.5,"AC",19.5899164455027
40,95,0.5,"AC",19.6230904127788
75,50,0.5,"AC",20.0834026331654
40,50,0.5,"AC",21.6054264165877
75,50,0.5,"TT",15.9785761022043
40,50,0.5,"TT",17.2885244623186
40,95,0.5,"TT",14.466199291391
40,50,0.2,"TT",16.2915729269308
40,50,0.2,"AC",22.4682957172009
75,50,0.2,"AC",20.5500696821852
40,95,0.2,"AC",17.6251832624129
75,95,0.5,"AC",21.5869636480648
40,95,0.5,"AC",20.595796569646
75,50,0.5,"AC",21.5096801311628
40,50,0.5,"AC",23.1808291113934
75,50,0.5,"TT",17.7409658584723
40,50,0.5,"TT",18.7380066640158
40,95,0.5,"TT",14.1180725153292
40,50,0.2,"TT",15.3227769903556
40,50,0.2,"AC",23.1877589617887
75,50,0.2,"AC",21.3874931313282
40,95,0.2,"AC",15.935953997982
75,95,0.5,"AC",19.5698950825642
40,95,0.5,"AC",19.4464987883531
75,50,0.5,"AC",20.9371940069338
40,50,0.5,"AC",23.6358310746954
75,50,0.5,"TT",16.5018535169081
40,50,0.5,"TT",16.4608684400083
40,95,0.5,"TT",14.6580081031941
40,50,0.2,"TT",17.9000786578541
40,50,0.2,"AC",21.7935071251603
75,50,0.2,"AC",21.2224444989092
40,95,0.2,"AC",18.8021561502303
75,95,0.5,"AC",20.6040206486207
40,95,0.5,"AC",16.9216069123915
75,50,0.5,"AC",19.2817418884125
40,50,0.5,"AC",21.7894706139642
75,50,0.5,"TT",16.173364422509
40,50,0.5,"TT",17.1182312060275
40,95,0.5,"TT",13.9171535606578
40,50,0.2,"TT",15.7444565065131
40,50,0.2,"AC",21.5289897351533
75,50,0.2,"AC",20.3937652963663
40,95,0.2,"AC",19.0809669872072
75,95,0.5,"AC",22.1144808156445
40,95,0.5,"AC",18.0338566909645
75,50,0.5,"AC",21.717421277691
40,50,0.5,"AC",21.3321040517052
75,50,0.5,"TT",16.5404008911616
40,50,0.5,"TT",17.9396941853859
40,95,0.5,"TT",15.6175111695225
40,50,0.2,"TT",17.1072866259239
40,50,0.2,"AC",20.6459243159041
75,50,0.2,"AC",20.8532750453794
40,95,0.2,"AC",17.5342144711824
75,95,0.5,"AC",19.5241912923111
40,95,0.5,"AC",17.5991231994554
75,50,0.5,"AC",20.5402930170688
40,50,0.5,"AC",22.0615067902851
75,50,0.5,"TT",16.2392405660405
40,50,0.5,"TT",17.4584687360585
40,95,0.5,"TT",14.3276547851372
40,50,0.2,"TT",19.6514313180977
40,50,0.2,"AC",20.85462099764
75,50,0.2,"AC",19.8432890508376
40,95,0.2,"AC",17.5067286057835
75,95,0.5,"AC",19.4065616278647
40,95,0.5,"AC",18.9118280277316
75,50,0.5,"AC",20.8508498285209
40,50,0.5,"AC",21.2406858619116
75,50,0.5,"TT",16.7865685561629
40,50,0.5,"TT",14.4589016380023
40,95,0.5,"TT",13.8101564720627
40,50,0.2,"TT",17.768020327662
40,50,0.2,"AC",22.2722993227601
75,50,0.2,"AC",20.729415950091
40,95,0.2,"AC",18.0785248005794
75,95,0.5,"AC",22.0404654682434
40,95,0.5,"AC",18.8820475931478
75,50,0.5,"AC",21.4444980237848
40,50,0.5,"AC",23.9657598309567
75,50,0.5,"TT",14.7535175916583
40,50,0.5,"TT",17.1403557350105
40,95,0.5,"TT",16.4490793565223
40,50,0.2,"TT",17.4073454179453
40,50,0.2,"AC",21.6009666191938
75,50,0.2,"AC",20.6302139715726
40,95,0.2,"AC",18.5570626428129
75,95,0.5,"AC",20.60028644719
40,95,0.5,"AC",19.7264280201269
75,50,0.5,"AC",21.115108042281
40,50,0.5,"AC",20.4762774396673
75,50,0.5,"TT",15.3139099754967
40,50,0.5,"TT",18.573657267078
40,95,0.5,"TT",15.2546211005126
40,50,0.2,"TT",17.5215110717916
40,50,0.2,"AC",23.1191300718661
75,50,0.2,"AC",20.9953158391133
40,95,0.2,"AC",19.4313620261623
75,95,0.5,"AC",19.4327526312799
40,95,0.5,"AC",19.6933908260306
75,50,0.5,"AC",20.0880391082449
40,50,0.5,"AC",23.2956009112149
75,50,0.5,"TT",17.2618749443125
40,50,0.5,"TT",16.4705723694896
40,95,0.5,"TT",14.8590199247589
40,50,0.2,"TT",19.9428293917289
40,50,0.2,"AC",22.2570840372542
75,50,0.2,"AC",19.7619293974237
40,95,0.2,"AC",20.0398275034911
75,95,0.5,"AC",20.1896471092933
40,95,0.5,"AC",19.0360662497687
75,50,0.5,"AC",19.967697147061
40,50,0.5,"AC",20.6031689992776
75,50,0.5,"TT",15.502982251997
40,50,0.5,"TT",15.3902862440216
40,95,0.5,"TT",14.2442319482873
40,50,0.2,"TT",16.1752952496079
40,50,0.2,"AC",22.466360508231
75,50,0.2,"AC",22.6311400458857
40,95,0.2,"AC",19.778437667814
75,95,0.5,"AC",20.3864183093113
40,95,0.5,"AC",19.726275238374
75,50,0.5,"AC",19.8230852838654
40,50,0.5,"AC",20.6764573932318
75,50,0.5,"TT",16.4046197594543
40,50,0.5,"TT",17.7451917960367
40,95,0.5,"TT",13.7629969271208
40,50,0.2,"TT",16.0261350999228
40,50,0.2,"AC",22.0817430664963
75,50,0.2,"AC",20.4354348074745
40,95,0.2,"AC",19.736446034159
75,95,0.5,"AC",20.5493538770708
40,95,0.5,"AC",18.3841853349243
75,50,0.5,"AC",20.5376185563504
40,50,0.5,"AC",20.077837863583
75,50,0.5,"TT",14.427796556452
40,50,0.5,"TT",16.9167692247209
40,95,0.5,"TT",15.5898237157334
40,50,0.2,"TT",17.1358398288413
40,50,0.2,"AC",21.6076431063388
75,50,0.2,"AC",22.1671255820382
40,95,0.2,"AC",19.2251295887221
75,95,0.5,"AC",17.8826083652041
40,95,0.5,"AC",18.9011991109699
75,50,0.5,"AC",21.8049329399904
40,50,0.5,"AC",22.0245586863763
75,50,0.5,"TT",16.6659004333907
40,50,0.5,"TT",16.070034914677
40,95,0.5,"TT",12.7162812874323
40,50,0.2,"TT",18.2393255926331
40,50,0.2,"AC",20.9219375352488
75,50,0.2,"AC",21.6649813989084
40,95,0.2,"AC",19.3126819313665
75,95,0.5,"AC",19.4028166702872
40,95,0.5,"AC",17.8824472260083
75,50,0.5,"AC",20.9035772454601
40,50,0.5,"AC",22.1560870798039
75,50,0.5,"TT",16.6960532504873
40,50,0.5,"TT",16.8842070349484
40,95,0.5,"TT",15.5270832862037
40,50,0.2,"TT",17.8463456436702
40,50,0.2,"AC",21.5435218865441
75,50,0.2,"AC",21.2811570690745
40,95,0.2,"AC",17.5219568383023
75,95,0.5,"AC",20.6297122435369
40,95,0.5,"AC",19.0864597436087
75,50,0.5,"AC",21.6619515639165
40,50,0.5,"AC",20.5202526005064
75,50,0.5,"TT",16.7461045642956
40,50,0.5,"TT",16.0642095219766
40,95,0.5,"TT",14.0844087432591
40,50,0.2,"TT",16.1937453965886
40,50,0.2,"AC",21.8054639533046
75,50,0.2,"AC",19.30765454416
40,95,0.2,"AC",18.3896823892435
75,95,0.5,"AC",18.4731054656528
40,95,0.5,"AC",19.3938660643713
75,50,0.5,"AC",20.0158647596257
40,50,0.5,"AC",21.6108073469952
75,50,0.5,"TT",17.5165407475217
40,50,0.5,"TT",18.2675999766224
40,95,0.5,"TT",12.8260207376442
40,50,0.2,"TT",17.5946676980808
40,50,0.2,"AC",21.23938233428
75,50,0.2,"AC",21.330683516096
40,95,0.2,"AC",18.0460100000656
75,95,0.5,"AC",22.5368904077653
40,95,0.5,"AC",19.4102913076848
75,50,0.5,"AC",20.2888985890185
40,50,0.5,"AC",23.0492313978363
75,50,0.5,"TT",15.2793996573649
40,50,0.5,"TT",17.7632248740565
40,95,0.5,"TT",13.5109979293586
40,50,0.2,"TT",17.2470514320755
40,50,0.2,"AC",22.5830373670997
75,50,0.2,"AC",23.4445344883543
40,95,0.2,"AC",20.2374975347273
75,95,0.5,"AC",19.8303337490825
40,95,0.5,"AC",17.3400774455405
75,50,0.5,"AC",21.8916303213439
40,50,0.5,"AC",22.3052694496761
75,50,0.5,"TT",15.1093888378579
40,50,0.5,"TT",15.7644626588833
40,95,0.5,"TT",15.5097442941691
40,50,0.2,"TT",16.9111252723059
40,50,0.2,"AC",21.0313073325138
75,50,0.2,"AC",21.5957209339051
40,95,0.2,"AC",19.8606025391875
75,95,0.5,"AC",20.0715060799472
40,95,0.5,"AC",19.9856562448558
75,50,0.5,"AC",21.1439394688913
40,50,0.5,"AC",20.9126987768726
75,50,0.5,"TT",14.9110404039914
40,50,0.5,"TT",17.373036070536
40,95,0.5,"TT",14.2394451084727
40,50,0.2,"TT",16.8628594359481
40,50,0.2,"AC",21.4575349796513
75,50,0.2,"AC",21.6946568867634
40,95,0.2,"AC",18.7971087445045
75,95,0.5,"AC",18.9355451524312
40,95,0.5,"AC",18.0784738463381
75,50,0.5,"AC",21.1600743553467
40,50,0.5,"AC",21.9141897262662
75,50,0.5,"TT",17.2531049351891
40,50,0.5,"TT",17.5368344512188
40,95,0.5,"TT",14.5356327888376
40,50,0.2,"TT",13.778868524975
40,50,0.2,"AC",20.9833143975041
75,50,0.2,"AC",20.5937253967732
40,95,0.2,"AC",18.7346996466789
75,95,0.5,"AC",19.4454497746318
40,95,0.5,"AC",19.759094626624
75,50,0.5,"AC",21.7602470897694
40,50,0.5,"AC",21.5709602973345
75,50,0.5,"TT",16.0017362425297
40,50,0.5,"TT",18.3333374883109
40,95,0.5,"TT",14.482443454824
40,50,0.2,"TT",18.9220738395325
40,50,0.2,"AC",22.7108191336385
75,50,0.2,"AC",21.4807509278378
40,95,0.2,"AC",18.3850219660352
75,95,0.5,"AC",20.3401397887801
40,95,0.5,"AC",18.5005617143633
75,50,0.5,"AC",21.6248180396765
40,50,0.5,"AC",22.8725016291961
75,50,0.5,"TT",17.2581399740751
40,50,0.5,"TT",17.2394028602272
40,95,0.5,"TT",14.205708816194
40,50,0.2,"TT",17.3596305378436
40,50,0.2,"AC",21.9504031262011
75,50,0.2,"AC",20.054476605889
40,95,0.2,"AC",19.1476340313008
75,95,0.5,"AC",19.0199250813425
40,95,0.5,"AC",19.0951916081919
75,50,0.5,"AC",21.2215439686314
40,50,0.5,"AC",20.481432279132
75,50,0.5,"TT",14.3064927630254
40,50,0.5,"TT",16.5580166137342
40,95,0.5,"TT",13.6316399173066
40,50,0.2,"TT",17.7539121589242
40,50,0.2,"AC",22.2515018986543
75,50,0.2,"AC",22.1744497320431
40,95,0.2,"AC",18.2806121186292
75,95,0.5,"AC",21.2135743087572
40,95,0.5,"AC",18.4793470168692
75,50,0.5,"AC",22.0915107318844
40,50,0.5,"AC",22.5327345471595
75,50,0.5,"TT",16.2209652148383
40,50,0.5,"TT",16.1696491939105
40,95,0.5,"TT",14.355409617687
40,50,0.2,"TT",16.6039213425182
40,50,0.2,"AC",21.9177307867487
75,50,0.2,"AC",20.6869687444134
40,95,0.2,"AC",19.472267528539
75,95,0.5,"AC",19.8762081870903
40,95,0.5,"AC",20.7440116781696
75,50,0.5,"AC",22.629999274696
40,50,0.5,"AC",22.6547330458663
75,50,0.5,"TT",15.2896787557337
40,50,0.5,"TT",18.7333879536684
40,95,0.5,"TT",14.1377989153021
40,50,0.2,"TT",16.1045425250633
40,50,0.2,"AC",22.7357124590188
75,50,0.2,"AC",22.1300491991764
40,95,0.2,"AC",18.3473158341141
75,95,0.5,"AC",21.3746080818985
40,95,0.5,"AC",19.5669764863297
75,50,0.5,"AC",22.1789867862794
40,50,0.5,"AC",20.6504415711079
75,50,0.5,"TT",16.4257888280989
40,50,0.5,"TT",17.0226057073048
40,95,0.5,"TT",15.0042614333727
40,50,0.2,"TT",16.0787011642506
40,50,0.2,"AC",22.2221400872826
75,50,0.2,"AC",19.9214808678284
40,95,0.2,"AC",20.2522018815521
75,95,0.5,"AC",20.1042496472521
40,95,0.5,"AC",17.1561247260419
75,50,0.5,"AC",22.8487055521581
40,50,0.5,"AC",22.240213945413
75,50,0.5,"TT",15.950123442326
40,50,0.5,"TT",17.8306894922435
40,95,0.5,"TT",14.5686407048239
40,50,0.2,"TT",17.84715978761
40,50,0.2,"AC",21.3610632760361
75,50,0.2,"AC",20.4711938094909
40,95,0.2,"AC",18.0657226470019
75,95,0.5,"AC",20.436704037183
40,95,0.5,"AC",19.9499813066083
75,50,0.5,"AC",20.9231901539412
40,50,0.5,"AC",22.5382388779548
75,50,0.5,"TT",16.2714533235613
40,50,0.5,"TT",16.1934516244552
40,95,0.5,"TT",13.4882592521621
40,50,0.2,"TT",16.844005453485
40,50,0.2,"AC",23.2204044450864
75,50,0.2,"AC",19.5781083547455
40,95,0.2,"AC",17.9826783080995
75,95,0.5,"AC",21.0129050860952
40,95,0.5,"AC",18.7155882294668
75,50,0.5,"AC",19.2576020012213
40,50,0.5,"AC",20.6219700679676
75,50,0.5,"TT",14.0486074490511
40,50,0.5,"TT",15.3540514934597
40,95,0.5,"TT",15.3896697929483
40,50,0.2,"TT",18.4525806210724
40,50,0.2,"AC",20.5555957830109
75,50,0.2,"AC",20.8694849504024
40,95,0.2,"AC",18.6539703399732
75,95,0.5,"AC",19.3016680974139
40,95,0.5,"AC",19.835227055706
75,50,0.5,"AC",22.3996639490658
40,50,0.5,"AC",23.1142948746558
75,50,0.5,"TT",16.4890477441607
40,50,0.5,"TT",16.9176085228599
40,95,0.5,"TT",14.3754815559477
40,50,0.2,"TT",18.4755770308315
40,50,0.2,"AC",21.8618182471929
75,50,0.2,"AC",21.7082626755862
40,95,0.2,"AC",18.7338690174517
75,95,0.5,"AC",22.3161121577582
40,95,0.5,"AC",18.1798766378798
75,50,0.5,"AC",20.164006923631
40,50,0.5,"AC",24.2293558284599
75,50,0.5,"TT",15.8594861349241
40,50,0.5,"TT",17.5965677735736
40,95,0.5,"TT",14.3699607889723
40,50,0.2,"TT",18.0157068153683
40,50,0.2,"AC",22.6424442762661
75,50,0.2,"AC",21.087587075195
40,95,0.2,"AC",20.054111133066
75,95,0.5,"AC",19.2339876893938
40,95,0.5,"AC",18.7544349817909
75,50,0.5,"AC",22.1935608810287
40,50,0.5,"AC",23.3319641861656
75,50,0.5,"TT",15.4938921995265
40,50,0.5,"TT",17.2492730934425
40,95,0.5,"TT",13.5677901174453
40,50,0.2,"TT",16.4647544996116
40,50,0.2,"AC",20.8675334136655
75,50,0.2,"AC",20.0750728904634
40,95,0.2,"AC",18.850853916168
75,95,0.5,"AC",18.7684877774771
40,95,0.5,"AC",19.1323290836597
75,50,0.5,"AC",21.8917915033039
40,50,0.5,"AC",23.0997245566665
75,50,0.5,"TT",16.5012698684775
40,50,0.5,"TT",18.221515666037
40,95,0.5,"TT",14.9677989117511
40,50,0.2,"TT",16.7259611956181
40,50,0.2,"AC",22.1690883692246
75,50,0.2,"AC",20.909148167645
40,95,0.2,"AC",18.6072432837144
75,95,0.5,"AC",20.3602680256584
40,95,0.5,"AC",18.2208380203201
75,50,0.5,"AC",21.9072843572903
40,50,0.5,"AC",20.3817471433977
75,50,0.5,"TT",16.0430799776375
40,50,0.5,"TT",17.2763070144643
40,95,0.5,"TT",13.1554797283307
40,50,0.2,"TT",16.8930379870175
40,50,0.2,"AC",23.051539478829
75,50,0.2,"AC",18.2189323758063
40,95,0.2,"AC",20.4332200627537
75,95,0.5,"AC",20.4694330844591
40,95,0.5,"AC",18.614774561041
75,50,0.5,"AC",21.9050899424021
40,50,0.5,"AC",21.717897266617
75,50,0.5,"TT",15.2125099360666
40,50,0.5,"TT",16.9267313440575
40,95,0.5,"TT",14.0961123170029
40,50,0.2,"TT",17.1901032554292
40,50,0.2,"AC",21.3338393593615
75,50,0.2,"AC",18.4512046050887
40,95,0.2,"AC",18.6243041931643
75,95,0.5,"AC",20.0868057268473
40,95,0.5,"AC",19.4517054018994
75,50,0.5,"AC",21.8557507940885
40,50,0.5,"AC",23.1378050138681
75,50,0.5,"TT",16.1573463038333
40,50,0.5,"TT",15.8351769488126
40,95,0.5,"TT",14.8762740484684
40,50,0.2,"TT",15.7081044290253
40,50,0.2,"AC",22.9495977716997
75,50,0.2,"AC",22.6164901697996
40,95,0.2,"AC",18.0052967828982
75,95,0.5,"AC",18.3679704318695
40,95,0.5,"AC",17.6455035396017
75,50,0.5,"AC",19.8988454746668
40,50,0.5,"AC",21.0563337517933
75,50,0.5,"TT",15.4321528191316
40,50,0.5,"TT",17.167578208499
40,95,0.5,"TT",15.2677617433866
40,50,0.2,"TT",17.0070353288277
40,50,0.2,"AC",22.9772535868554
75,50,0.2,"AC",22.9551298513395
40,95,0.2,"AC",18.3424634460427
75,95,0.5,"AC",19.3915023077332
40,95,0.5,"AC",20.700676843574
75,50,0.5,"AC",21.9483551955543
40,50,0.5,"AC",23.8513614215245
75,50,0.5,"TT",16.6664163049746
40,50,0.5,"TT",19.4651441897128
40,95,0.5,"TT",13.6514820170469
40,50,0.2,"TT",16.9261273117614
40,50,0.2,"AC",22.8499718935608
75,50,0.2,"AC",21.5860723497542
40,95,0.2,"AC",19.4382712479989
75,95,0.5,"AC",18.4009464704846
40,95,0.5,"AC",20.3120944059408
75,50,0.5,"AC",21.2108261908982
40,50,0.5,"AC",20.9795169869769
75,50,0.5,"TT",16.8035164604533
40,50,0.5,"TT",17.9167690841038
40,95,0.5,"TT",13.9086946487631
40,50,0.2,"TT",17.7855309077115
40,50,0.2,"AC",21.230465534988
75,50,0.2,"AC",22.0415534844933
40,95,0.2,"AC",19.3582668447269
75,95,0.5,"AC",19.2205843455315
40,95,0.5,"AC",18.2259940935954
75,50,0.5,"AC",20.3478193564487
40,50,0.5,"AC",23.9648023342386
75,50,0.5,"TT",17.4754993636576
40,50,0.5,"TT",17.1172619949388
40,95,0.5,"TT",13.080851427919
40,50,0.2,"TT",17.3936593194735
40,50,0.2,"AC",21.8865696378483
75,50,0.2,"AC",19.3365316476963
40,95,0.2,"AC",20.0853114623936
75,95,0.5,"AC",18.8236843402402
40,95,0.5,"AC",20.0608381353858
75,50,0.5,"AC",19.1557538568812
40,50,0.5,"AC",23.3352448826496
75,50,0.5,"TT",15.3796439195544
40,50,0.5,"TT",16.2876803999056
40,95,0.5,"TT",15.02265997529
40,50,0.2,"TT",16.2108221825587
40,50,0.2,"AC",22.3135986800358
75,50,0.2,"AC",22.4684733942683
40,95,0.2,"AC",19.6625823675434
